,type,title,fuction,img
88,스프레이,브뤼랑(Brulant),미관 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvOl9wDFy6x7SLBjr9lhhra83fCBe83GYJtr@G9Xgc/x4!
89,스프레이,라페트(Lafete),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvS5AuOHI/Fp5zY/TH@8@FyM3fCBe83GYJtr@G9Xgc/x4!
90,백합(나리),화이트마블(White Marvel),화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvmzMb@5dENCxalel47CDiWs3fCBe83GYJtr@G9Xgc/x4!
91,이탈리안라이그라스,아이알605(IR605),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvy55m9i9f8byweiVqMktlDM3fCBe83GYJtr@G9Xgc/x4!
92,일반벼,진평(Jinpyeong),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvYNkXwYhRyfJ8Uui4gDZGJM3fCBe83GYJtr@G9Xgc/x4!
93,"참다래(키위,다래)",초로미(Choromi),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvzcVcN@94/hnNxDtqUOWnYM3fCBe83GYJtr@G9Xgc/x4!
94,인삼,진명(Jinmyeong),"다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv4@KkaEbBcdw/YpzDC588xs3fCBe83GYJtr@G9Xgc/x4!
95,복숭아,홍슬(Hongseul),"식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvMWNbMMPPFXHKypJf6s1pic3fCBe83GYJtr@G9Xgc/x4!
96,철쭉,카우보이캡(Cowboy cap),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvtqD41deW9TG2y3fK6bv39s3fCBe83GYJtr@G9Xgc/x4!
97,프리지아,스노우캔디(Snow Candy),화형 화색,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvasG8eoCYbJzpOl0jvvrtr83fCBe83GYJtr@G9Xgc/x4!
98,철쭉,스몰스타(SMALL STAR),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv9TxKk@SmTYdeN4zagZmqU83fCBe83GYJtr@G9Xgc/x4!
99,비모란,더홍(Deohong),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvx7ZuccGwoAu8dmWtbtTCls3fCBe83GYJtr@G9Xgc/x4!
100,국화,라이트업(Light up),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvsuloIZUIE0VMXnUt/wMI@83fCBe83GYJtr@G9Xgc/x4!
101,단감,봉황(Bonghwang),식미,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv6aar1Y8UVcuPN0YXqBdnf83fCBe83GYJtr@G9Xgc/x4!
102,기타감귤,옐로우볼(Yellow Ball),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvn0xKr@k7s0rXV0jwYxxOUs3fCBe83GYJtr@G9Xgc/x4!
103,느타리,세나(Sena),,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvdb0BFr@TIy@F8F2gDWCEP83fCBe83GYJtr@G9Xgc/x4!
104,이탈리안라이그라스,아이알601(IR 601),"다수량성, 만생종",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvITn58SmT2Lxo9LEclCsDTc3fCBe83GYJtr@G9Xgc/x4!
105,이탈리안라이그라스,아이알603(IR 603),만생종,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvKAixwgACLzlycQzvUQsgfc3fCBe83GYJtr@G9Xgc/x4!
106,심비디움,큐티엔젤(Cutie Angel),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvw3GqzG8wv70/ODU5LJNdgM3fCBe83GYJtr@G9Xgc/x4!
107,양송이,하담(Hadam),"고온에도 갓개열 늦음, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvsT4uyz9/QWh9noda5e1Xxs3fCBe83GYJtr@G9Xgc/x4!
108,에너지용 단수수,달롱(Dalrong),가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvD3ef/oqBMd1IxBDe8oU9dc3fCBe83GYJtr@G9Xgc/x4!
109,통일형벼,미르찰(Mirchal),"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvex4y5Jw8rN91AePDvS3YWM3fCBe83GYJtr@G9Xgc/x4!
110,비모란,더울(Deoul),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvjl/TtrHpyz85mXXRh20a9s3fCBe83GYJtr@G9Xgc/x4!
111,장류용콩,미풍(Mipung),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvA/mootem/xOpo/1XmoLXrM3fCBe83GYJtr@G9Xgc/x4!
112,팔레높시스(호접란),조이풀(Joyful),저온저항성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvuyln56gajPOYLLVAKTpPfM3fCBe83GYJtr@G9Xgc/x4!
113,팔레높시스(호접란),아리아(Aria),다화성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvXZYMWS@YWhDesn5SfnTSdM3fCBe83GYJtr@G9Xgc/x4!
114,일반벼,해맑은(Haemalgeun),"소비용, K3a, SPP품종, 식미, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvySozrhH1kblpN1//R5In8c3fCBe83GYJtr@G9Xgc/x4!
115,콩,중모3014(Jungmo3014),"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvOJAc1ew4ixcVl2BPj552FM3fCBe83GYJtr@G9Xgc/x4!
116,감자,골든볼 (Goldenball)(Goldenball),"가공적성, 식미",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvulQt/VZsgoMPjn5tonnqAM3fCBe83GYJtr@G9Xgc/x4!
117,이탈리안라이그라스,아이알901(IR901),"다수량성, 만생종",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvSJojatqWNJIf9GxymHoYYM3fCBe83GYJtr@G9Xgc/x4!
118,딸기,미하(Miha),"가공적성, 다수량성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvQewPoNkWYJPOg/7sFl35lM3fCBe83GYJtr@G9Xgc/x4!
119,딸기,진하(Jinha),가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvvX2ogP59Ue5vRHz8zysDF83fCBe83GYJtr@G9Xgc/x4!
120,조,미리메(Mirime),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvIOAdEV7CKofb6adv@QBwpc3fCBe83GYJtr@G9Xgc/x4!
121,기장,연희찰(Yeonheechal),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv9N8kH/AwhFYl5sCrYjnH1c3fCBe83GYJtr@G9Xgc/x4!
122,사과,이지플(Eazypple),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvlQ9DnoqBg8Yl7Qr0IQpoec3fCBe83GYJtr@G9Xgc/x4!
123,수수,노을찰(Noeulchal),가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvUGiSAn6mGrx6MAWCnEc7gc3fCBe83GYJtr@G9Xgc/x4!
124,수수,바르메(Baremae),"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvRv/ycgm@Xr6@ALVz6pHYPs3fCBe83GYJtr@G9Xgc/x4!
125,심비디움,람바다(Lambada),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvb/diKK29aE5DcX/Eckf6Es3fCBe83GYJtr@G9Xgc/x4!
126,사과,차밍벨(Charmingbell),조경용,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/LfM8y9gda21DFFvHo16oc3fCBe83GYJtr@G9Xgc/x4!
127,장류용콩,선유2호(Seonyu2ho),"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvY7MwPDSU6LoRYNz9d82dfM3fCBe83GYJtr@G9Xgc/x4!
128,땅콩,고원1호(Gowon),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv6901FnhZgD7d86ARZ0VC1s3fCBe83GYJtr@G9Xgc/x4!
129,사과,버디벨(Buddybell),"꽃가루양이 많다, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvyi0JhvV1YFcZdZG@SJqt483fCBe83GYJtr@G9Xgc/x4!
130,들깨,늘새미(Nulsaemi),건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvQMo3MvnJYylzbCv0al4fm83fCBe83GYJtr@G9Xgc/x4!
131,특수미,다홍미(Dahongmi),"건강기능성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvAxaUfHGt3fdWhB6RnWPLmc3fCBe83GYJtr@G9Xgc/x4!
132,들깨,소미랑(Somirang),저장성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv1sxe32yBIuwR3Da19pUWt83fCBe83GYJtr@G9Xgc/x4!
133,일반벼,조영(Joyeong),조기재배용,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv7tlluCFSgCf6gMC6EHgeFM3fCBe83GYJtr@G9Xgc/x4!
134,일반벼,케이지에이치알1호(KGHR1ho),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnZIAz58mYSqbxd@/SXvNgc3fCBe83GYJtr@G9Xgc/x4!
135,포인세티아,레드볼(Red ball),특이 화형 및 포엽 다수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvWNdwwzntiuouCSQylj@KNM3fCBe83GYJtr@G9Xgc/x4!
136,특수미,바로미2(Baromi 2),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv0ZFPgCVUJ2T9BqV5xt5T/c3fCBe83GYJtr@G9Xgc/x4!
137,거베라,스노우드림(Snow dream),"다수량성, 화형안정",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvJudEtEYIIc9pGqN8UtCU6c3fCBe83GYJtr@G9Xgc/x4!
138,일반벼,한열(Hanyeol),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvan87SRHjpdmqvn@vYC80vc3fCBe83GYJtr@G9Xgc/x4!
139,논벼,새봉황(Saebonghwang),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvbtVCrQ3@6mut6HwxMGtGZs3fCBe83GYJtr@G9Xgc/x4!
140,느타리,완복(Wanbok),,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvrusa/loS3MNKYkSEa3Sfcc3fCBe83GYJtr@G9Xgc/x4!
141,국화,프레시카펫(Finesse),미관 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvN1mdTB1WtiTucwUc@WCOSs3fCBe83GYJtr@G9Xgc/x4!
142,양파,원예30016(Wonye30016),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvuc1ZMJwGmTiPL3M6qhoDBM3fCBe83GYJtr@G9Xgc/x4!
143,트리티케일(라이밀),신조성(Shinjoseong),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvbo7erUuY9GGFc/@YZr0AGs3fCBe83GYJtr@G9Xgc/x4!
144,배,진향(Jinhyang),가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvRnIRWv10Cp4OBIgymE/jk83fCBe83GYJtr@G9Xgc/x4!
145,배,설렘(Seollem),가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv6wEzwZNmkKXeM8y3IrW3wc3fCBe83GYJtr@G9Xgc/x4!
146,양파,고울(Goul),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv0/1eCvASnI5404@jr1OQMM3fCBe83GYJtr@G9Xgc/x4!
147,이탈리안라이그라스,아이알604(IR 604),"다수량성, 만생종",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvDus2eHzPfIFdCGWicQo@183fCBe83GYJtr@G9Xgc/x4!
148,이탈리안라이그라스,아이알602(IR 602),"다수량성, 중생종",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvGBkpYdkI5Zp03yTNLyDPX83fCBe83GYJtr@G9Xgc/x4!
149,밀,황금알(Hwanggeum),"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvdr93OhibXOBaoYptegu8Nc3fCBe83GYJtr@G9Xgc/x4!
150,밀,중모2015(Joongmo2015),가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/kOt7eDCE8iZ/BdZgynhic3fCBe83GYJtr@G9Xgc/x4!
151,옥수수,케이엠6(KM6),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv5sq54SiAekC5SuAybNQ5tM3fCBe83GYJtr@G9Xgc/x4!
152,봄감자,하이칩(High chip),가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvSYhvdxp41EWyOqDQqH1f3s3fCBe83GYJtr@G9Xgc/x4!
153,봄감자,수지(Suji),가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lva7rAbp2W5pwqYH0@91swkc3fCBe83GYJtr@G9Xgc/x4!
154,청보리,중모2512(Joongmo2512),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvM1H055IvDvFEJkf0LTs1f83fCBe83GYJtr@G9Xgc/x4!
155,청보리,다연(Dayeon),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv8c6HPZuMgkonLHbZ44kmps3fCBe83GYJtr@G9Xgc/x4!
156,맥주보리,중모2014(Joongmo2014),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvqN9l8gdeQWv0wOAWSG5cEs3fCBe83GYJtr@G9Xgc/x4!
157,맥주보리,호단(Hodan),"가공적성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvDamZBCygQC39kPzM5Iy@n83fCBe83GYJtr@G9Xgc/x4!
158,쌀보리,백수정찰(Baeksoojeongchal),"가공적성, 다수량성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvhB9jCMuZzCi28gJKLZDYhc3fCBe83GYJtr@G9Xgc/x4!
159,귀리,장한(Janghan),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvSLn7fiBwBjY/0ZRo1upegc3fCBe83GYJtr@G9Xgc/x4!
160,여름감자,골든에그(Golden egg),가공적성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv/o6GGmdQEq/S9SeIiPoZ2s3fCBe83GYJtr@G9Xgc/x4!
161,감자,얼리프라이(Early fry),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvIDSL2gFw36fwG2jAYki02c3fCBe83GYJtr@G9Xgc/x4!
162,양파,메이풀리(토로스)(MAYFULLY),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv3RBPJgjZonSt8jfw4h/SeM3fCBe83GYJtr@G9Xgc/x4!
163,수박,원예509호(Wonye509ho),건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv05jl5K/0YSDVtLF84BKiZs3fCBe83GYJtr@G9Xgc/x4!
164,스프레이,레드윙(Red Wing),재배안정성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvwnmYxbSdXuCzaHIVFMViEM3fCBe83GYJtr@G9Xgc/x4!
165,팽이버섯,아람(Auram),상품성 우수,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvh5NUvxgvnIO387h6cLwEX83fCBe83GYJtr@G9Xgc/x4!
166,단감,판타지(Fantasy),"건강기능성, 재배안정성",http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvmVxbucd@gt0qhJhgDN5MrM3fCBe83GYJtr@G9Xgc/x4!
167,수박,원예510호(Wonye509ho),건강기능성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvbh/qWzyf1x4cXaoxIRj7Uc3fCBe83GYJtr@G9Xgc/x4!
168,마늘,범산(Beomsan),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvG3rvH/YL45GYJ9RnjnxOPc3fCBe83GYJtr@G9Xgc/x4!
169,마늘,태산(Taesan),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvnUmKqgY0alWGb7pKbx1clM3fCBe83GYJtr@G9Xgc/x4!
170,유채,유려(Yuryeo),,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv5BpRJBZTMvStosXWUg99j83fCBe83GYJtr@G9Xgc/x4!
171,거베라,시티팝(Orange pop),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lv5pdprNBXvROngJ6xQHqKms3fCBe83GYJtr@G9Xgc/x4!
172,종실용옥수수,케이엠4(KM4),다수량성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvtHLf9OCGCJsmBCsrFnNyJs3fCBe83GYJtr@G9Xgc/x4!
173,사과,아리원(Arihwa),자가적과,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lvbXVOtRxQ8m0t9@Rxpvzx483fCBe83GYJtr@G9Xgc/x4!
174,사과,카리3(KARI3),왜성,http://www.nongsaro.go.kr/portal/imgView.do?ep=a5gb/CMEYLclIUPoWw9/DTnomi9S/YDfHD2ofIDhNOqPWPXCk6r5f9/5EwSYQ8lviekX4zcaKgER7w8Z@XHrQM3fCBe83GYJtr@G9Xgc/x4!
